|_unit_id|_created_at|_golden|_id|_missed|_started_at|_tainted|_channel|_trust|_worker_id|_country|_region|_city|_ip|word_or_shortphrase|instruction|tweet|tweet_no|tweet_no_rt|type_of_message|type_of_messageconfidence|word_or_shortphrase_gold
2128|240633177|1/3/2013 09:35:05|False|798156296||1/3/2013 09:33:29|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|$1k|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @thinkgeek: We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|58198|We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|Informative: offers/gives donations of money, goods, or free services|0.685|
2129|240633177|1/3/2013 10:34:52|False|798230863||1/3/2013 10:32:27|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|$1k|indicates what (money, goods, work, free services, etc.) is being offered as a donation|RT @thinkgeek: We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|58198|We're dry & safe at ThinkGeek HQ in Fairfax VA--but not everyone's so lucky. Why we just donated $1k to @RedCross: http://t.co/8Zija174|Informative: offers/gives donations of money, goods, or free services|0.685|
2130|240633178|1/3/2013 07:37:52|False|797932475||1/3/2013 07:35:25|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: #Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|74446|#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|Informative: damage (building, road, lines, etc.)|1.0|
2131|240633178|1/3/2013 09:28:37|False|798143916||1/3/2013 09:26:52|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|northwest indiana southwest michigan|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: #Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|74446|#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|Informative: damage (building, road, lines, etc.)|1.0|
2132|240633178|1/3/2013 10:07:41|False|798204942||1/3/2013 10:05:41|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|power outages|names a structure, road, service, line, etc. that is not working or has been damaged|RT @twc_hurricane: #Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|74446|#Sandy power outages are occurring as far west as northwest Indiana and southwest Michigan. Winds gusting to 40+ mph there now.|Informative: damage (building, road, lines, etc.)|1.0|
2133|240633179|1/3/2013 09:31:38|False|798149991||1/3/2013 09:28:39|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|lower manhattan new york|names a structure, road, service, line, etc. that is not working or has been damaged|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|50550|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|Informative: damage (building, road, lines, etc.)|0.6481|
2134|240633179|1/3/2013 10:09:47|False|798207292||1/3/2013 10:07:43|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|Lower Manhattan|names a structure, road, service, line, etc. that is not working or has been damaged|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|50550|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|Informative: damage (building, road, lines, etc.)|0.6481|
2135|240633179|1/3/2013 10:55:59|False|798248404||1/3/2013 10:52:08|False|extralunchmoney|0.75|10850752|USA|CA|Newcastle|205.197.254.209|Lower Manhattan New York|names a structure, road, service, line, etc. that is not working or has been damaged|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|50550|Wildfeed of Hurricane Sandy Lower Manhattan New York Under Water!!!: http://t.co/zcuPfqZ5 Ã£Â _Ã‹______Ã£ÂŠÃ£Ã«Ã£_ @youtube|Informative: damage (building, road, lines, etc.)|0.6481|
2139|240633181|1/3/2013 07:16:40|False|797892461||1/3/2013 07:13:55|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|New York City|names a structure, road, service, line, etc. that is not working or has been damaged|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|67959|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|Informative: damage (building, road, lines, etc.)|0.6413|
2140|240633181|1/3/2013 08:27:26|False|798022027||1/3/2013 08:25:17|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|new york city|names a structure, road, service, line, etc. that is not working or has been damaged|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|67959|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|Informative: damage (building, road, lines, etc.)|0.6413|
2141|240633181|1/3/2013 10:16:48|False|798214177||1/3/2013 10:10:43|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|damage is shown|names a structure, road, service, line, etc. that is not working or has been damaged|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|67959|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|Informative: damage (building, road, lines, etc.)|0.6413|
2142|240633181|1/3/2013 10:35:06|False|798231159||1/3/2013 10:29:52|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|damage is shown|names a structure, road, service, line, etc. that is not working or has been damaged|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|67959|@AP: AP Video: Major damage is shown in New York City after #Sandy: http://t.co/WOUR5EtR -RAS @ChasingNJ|Informative: damage (building, road, lines, etc.)|0.6413|
2146|240633183|1/3/2013 07:32:59|False|797923133||1/3/2013 07:30:34|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|hanging crane|names a structure, road, service, line, etc. that is not working or has been damaged|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|98527|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|Informative: damage (building, road, lines, etc.)|0.6976|
2147|240633183|1/3/2013 09:33:28|False|798153541||1/3/2013 09:31:40|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|nyc|names a structure, road, service, line, etc. that is not working or has been damaged|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|98527|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|Informative: damage (building, road, lines, etc.)|0.6976|
2148|240633183|1/3/2013 10:34:52|False|798230859||1/3/2013 10:32:27|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|hanging crane|names a structure, road, service, line, etc. that is not working or has been damaged|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|98527|Scary pics of the hanging crane in NYC. Yikes! Hope it hangs in there (no pun intended). #Sandy|Informative: damage (building, road, lines, etc.)|0.6976|
2149|240633184|1/3/2013 07:27:47|False|797913414||1/3/2013 07:24:57|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|Closed 6th Ave|names a structure, road, service, line, etc. that is not working or has been damaged|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|60582|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|Informative: damage (building, road, lines, etc.)|1.0|
2150|240633184|1/3/2013 08:25:15|False|798017951||1/3/2013 08:21:55|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|6th ave.|names a structure, road, service, line, etc. that is not working or has been damaged|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|60582|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|Informative: damage (building, road, lines, etc.)|1.0|
2151|240633184|1/3/2013 10:01:22|False|798197479||1/3/2013 09:59:17|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|damaged crane|names a structure, road, service, line, etc. that is not working or has been damaged|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|60582|Closed 6th Ave. at CPS because of damaged crane #sandy #nyc http://t.co/Sxkwj4kT|Informative: damage (building, road, lines, etc.)|1.0|
2158|240633187|1/3/2013 08:11:50|False|797993262||1/3/2013 07:56:12|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|East Village NYC|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RYOTnews: Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|69509|Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|Informative: damage (building, road, lines, etc.)|1.0|
2159|240633187|1/3/2013 10:16:48|False|798214181||1/3/2013 10:10:43|False|cbf|0.8|8370314|USA|VA|Richmond|71.197.14.226|flooding|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RYOTnews: Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|69509|Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|Informative: damage (building, road, lines, etc.)|1.0|
2160|240633187|1/3/2013 10:39:11|False|798235034||1/3/2013 10:36:45|False|extralunchmoney|0.75|10850752|USA|CA|Newcastle|205.197.254.209|Insane flooding|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RYOTnews: Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|69509|Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|Informative: damage (building, road, lines, etc.)|1.0|
2161|240633187|1/3/2013 10:45:39|False|798240728||1/3/2013 10:43:04|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|East Village|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RYOTnews: Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|69509|Photo: Insane flooding in the #East Village #NYC after #Sandy. Get your breaking Sandy news at http://t.co/w0dJpvR2 http://t.co/tok7YwPi|Informative: damage (building, road, lines, etc.)|1.0|
2162|240633188|1/3/2013 07:56:24|False|797965598||1/3/2013 07:54:30|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|kills 35|indicates who has (or how many people have) been injured or dead|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|52728|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|Informative: casualties (people injured or dead)|0.6923|
2163|240633188|1/3/2013 09:38:23|False|798162139||1/3/2013 09:35:07|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|35 killed|indicates who has (or how many people have) been injured or dead|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|52728|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|Informative: casualties (people injured or dead)|0.6923|
2164|240633188|1/3/2013 10:14:28|False|798211974||1/3/2013 10:10:12|False|instagc|1.0|13794065|USA|TN|Nashville|74.179.63.99|kills 35|indicates who has (or how many people have) been injured or dead|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|52728|Superstorm Sandy kills 35 leaves eight million without power and cancels 12000 flights: FLIGHTS from Glasgow ... http://t.co/KbyZEy6E|Informative: casualties (people injured or dead)|0.6923|
2169|240633190|1/3/2013 07:27:47|False|797913409||1/3/2013 07:24:57|False|instagc|0.9167|13844835|USA|TX|Texarkana|98.20.4.114|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RangersSeal: The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|30350|The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|Informative: damage (building, road, lines, etc.)|0.6689|
2170|240633190|1/3/2013 09:31:38|False|798149990||1/3/2013 09:28:39|False|fusioncash|1.0|14045621|USA|NV|Las Vegas|70.170.48.24|usa|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RangersSeal: The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|30350|The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|Informative: damage (building, road, lines, etc.)|0.6689|
2171|240633190|1/3/2013 10:30:55|False|798227692||1/3/2013 10:28:32|False|extralunchmoney|0.8636|15113061|USA|MI|Saint Johns|50.36.97.129|NONE|names a structure, road, service, line, etc. that is not working or has been damaged|RT @RangersSeal: The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|30350|The Seal took a wee trip to the USA to check out the damage caused by #Sandy Just some flooding no serious danger left http://t.co/NZo0mYKr|Informative: damage (building, road, lines, etc.)|0.6689|
