|sentence|appeal-code
10724|Starting in February 2018, a significant decrease in precipitation led to a reduction of surface and ground water in the centre and north of Uruguay.|MDRUY003
10725|Government figures indicated that more than 11,000 people were affected by this disaster.|MDRUY003
10726|On 28 February 2018, the Ministry of Livestock, Agriculture and Fisheries (MGAP for its acronym in Spanish) declared a 90day state of emergency for the departments of Artigas, Durazno, Paysandú, Rivera, Río Negro, Salto and Tacuarembó in; on March 2018, 7 more departments were included (Cerro Largo, Colonia, Flores, Florida, Rocha, Soriano and Treinta y Tres), resulting in14 of the country’s19 departments being placed under a state of emergency during the disaster.|MDRUY003
10727|The government’s declaration of emergency addressed the needs of small-scale cattle farmers and milk producers by permitting cattle to access areas near the routes where water accumulates and through loans to purchase animal feed from small and medium-scale producers.|MDRUY003
10728|The Departmental Intendancy of Tacuarembó distributed water to the families and schools affected by the water deficit during the emergency, and it made some distributions at the request of the families.|MDRUY003
10729|The Uruguayan National Emergency System requested support from the URC during the emergency.|MDRUY003
10730|The URC conducted needs assessments and monitoring visits for the selection of the target population to be reached; during this process, the target communities demonstrated that they had safe water management capacities|MDRUY003
10793|On Tuesday, 29 November 2016, Saint Vincent and the Grenadines was impacted by heavy rains, which resulted in flooding and landslides in several communities.|MDRVC003
10794|Sandy Bay in the north-eastern area of Saint Vincent was the most severely affected community.|MDRVC003
10795|However, the villages of Magum, Orange Hill, Overland, London, Point, Owia and Fancy in the north-east and Spring Village, Coulls Hill, Troumaca, Rose Bank, Sharpes, Fitz Hughes and Chateaubelair in the north-west of Saint Vincent were also impacted.|MDRVC003
10796|Some people suffered losses to their subsistence crops, livestock and dwelling houses.|MDRVC003
10797|The island’s water and sanitation systems were severely damaged.|MDRVC003
10798|Due to these health and financial challenges and the initial trauma from the disaster, the SVGRCS prioritized psychosocial support.|MDRVC003
10799|The government reported that the island’s physical infrastructure (roads and bridges) was extensively damaged.|MDRVC003
10800|Mudflows and debris blocked many roadways and coupled with the infrastructural damage, made many communities inaccessible by road.|MDRVC003
10801|Flooding and landslides caused significant damage to the major pipelines that supplied the villages throughout the north-eastern quarter of Saint Vincent.|MDRVC003
10802|Consequently, water for the area was supplied by tenders provided by the Central Water and Sewage Authority (CWSA).|MDRVC003
10803|The Jennings System was not operational in the aftermath of the disaster; as a consequence, the water supply in the following areas was affected: Byera, Mannings Village, Colonaire, Park Hill, South Rivers, Mt. Grenan, Diamonds Village, New Grounds, Lowmans Windward, Hadley’s Village, North Union, South Union, Cedars, Biabou, Jeffrey, Spring, Peruvian Vale, Argyle, Mt. Pleasant, Rawacou, Stubbs, Calder, Carapan and Diamond; other areas affected by water issues were the areas supplied by the Perseverance water distribution system:|MDRVC003
10804|Mt. Young, Georgetown, Dickson, O’Briens Valley, Spring, Mt. Bentick, Langley Park, Chapmans Village, Rabacca, Orange Hill, Field 18,Tourama and Sandy Bay.|MDRVC003
10805|The water supply was also disrupted in the North Leeward area from Coulls Hill to Richmond.|MDRVC003
10806|The flooding destroyed 15 houses, severely damaged 20 houses and partially damaged more than 50 houses.|MDRVC003
10807|Apart from the physical damage, many houses were inundated with flood water, which damaged household items.|MDRVC003
10808|Three emergencies collective centres were opened in Sandy Bay, which housed 55 people and 66 people were located at the secondary collective centres (relatives and friends).|MDRVC003
10809|Throughout the country, there were 79 people in emergency collective centres and 100 in secondary collective shelters at the peak of the disaster.|MDRVC003
10810|The affected families cleaned their homes, but they lacked the necessary equipment to remove settled water and silt.|MDRVC003
10811|Additionally, the areas around the affected houses were muddy and further rains worsened the situation.|MDRVC003
10812|Shelter, water, sanitation and psychosocial support in particular were important priorities for the communities.|MDRVC003
10845|Since the end of 2015, unusual dry conditions and a shortage of rainfall seriously affected the central and southern parts of Viet Nam.|MDRVN013
10846|Prolonged heat led to drought in the southern central, the central highlands, and the Mekong Delta of Viet Nam.|MDRVN013
10847|In Mekong Delta area, the situation was worsened by saltwater intrusion resulting from reduced rainfall.|MDRVN013
10848|Normally, the rainy season in these provinces starts from April or May and continues until October or November.|MDRVN013
10849|However, in 2015 they received below-average precipitation during the rainy season which ended in August (two months earlier than normal).|MDRVN013
10850|Correspondingly, the dry season and saltwater intrusion started around two months earlier than in previous years and the salinity was four times higher than the seasonal averages.|MDRVN013
10851|In Ben Tre, saltwater intruded 80 kilometres into the mainlands, leaving 75 per cent of the province experiencing salinity that was beyond acceptable standard for the domestic water.|MDRVN013
10852|Due to saltwater intrusion, the province faced a severe water shortage since it mainly depends on the surface water as groundwater is unusable due to contamination by acid sulfate.|MDRVN013
10853|Consequently, local people faced with water shortage and significant damage to agricultural production and livelihoods, and dramatic decrease in income since Mekong Delta is the biggest rice producer.|MDRVN013
10854|According the Ministry of Agriculture and Rural Development (MARD), 39 out of 63 provinces reported being affected by drought and saltwater intrusion, with 15 provinces declaring drought and saltwater intrusion emergencies at different levels.|MDRVN013
10855|The water shortage affected 226,094 hectares of productive land, leaving 1.75 million people losing their livelihoods.|MDRVN013
10856|VNRC, with the support of the International Federation of Red Cross and Red Crescent Societies (IFRC) and Swiss Red Cross, conducted needs assessments in Long An, Ben Tre and Ca Mau from 18 to 20 March 2016 to understand the situation and priority of needs in the affected areas.|MDRVN013
10857|Food and safe water were found to be the most pressing needs.|MDRVN013
10858|To plan for response, MARD organized a development partners’ meeting on the drought situation and actions to be taken in March 2016.|MDRVN013
10859|Following this meeting, a multi-cluster and joint rapid assessment was carried out by the government and humanitarian actors.|MDRVN013
10860|The joint assessment teams, including representatives from MARD, Ministry of Health (MoH), The People’s Aid Coordinating Committee (PACCOM), INGOs and UN agencies.|MDRVN013
10861|It was conducted from 21 to 24 March 2016.|MDRVN013
10862|The consolidated assessment report presented immediate humanitarian needs in responding to the challenges posed by drought and saltwater intrusion.|MDRVN013
10863|On 26 April 2016, the Government of Viet Nam launched an appeal for USD 48.5 million to address the on-going serious drought in the south central and south of Viet Nam.|MDRVN013
10864|Apart from releasing VND 4 billion (CHF 177,000) from its relief fund, the VNRC was being supported by the IFRC – through DREF – in Ben Tre, Long An, Gia Lai and Ninh Thuan provinces, while the Swiss Red Cross provided support in Ca Mau province.|MDRVN013
